alert_id,timestamp,route_id,trip_id,risk_level,risk_score,alert_title,summary,key_findings,evidence,affected_route,affected_trip,affected_segment,estimated_revenue_impact_inr,confidence,recommended_action,dominant_explanation_type,status,version
ALT-F365CE248C92,2026-08-31T04:21:56.082546+00:00,999,1014,MONITOR,0.3316,Revenue Deficit Alert — Route 999,Trip 1014 on Route 999 reported a revenue deficit of ₹130.01 (-20.1%) relative to expected diurnal baseline.,"['Expected Revenue: ₹648.01 | Reported Revenue: ₹518.00 (Deficit: ₹130.01, 20.1%)', 'Expected Passengers: 57 | Reported Passengers: 46 (Difference: 11, 19.0%)', 'Multi-factor Risk Score: 0.3316 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9698']","{'expected_passengers': 56.8, 'reported_passengers': 46.0, 'passenger_difference': 10.8, 'passenger_pct_difference': 19.02, 'expected_revenue_inr': 648.01, 'reported_revenue_inr': 518.0, 'revenue_difference_inr': 130.01, 'revenue_pct_difference': 20.06, 'anomaly_score': 0.9698, 'risk_score': 0.3316, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1014,,130.01,0.9698,Include Route 999 Trip 1014 in automated telemetry monitoring queue for subsequent schedules.,REVENUE_DISCREPANCY,OPEN,1.0.0
ALT-82429DB20960,2026-08-31T04:21:56.082603+00:00,1324,10140,MONITOR,0.3431,Operational Review Alert — Route 1324,Trip 10140 on Route 1324 triggered operational monitoring with composite risk score 0.34.,"['Expected Revenue: ₹1720.83 | Reported Revenue: ₹1442.00 (Deficit: ₹278.83, 16.2%)', 'Expected Passengers: 139 | Reported Passengers: 116 (Difference: 23, 16.7%)', 'Multi-factor Risk Score: 0.3431 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9753']","{'expected_passengers': 139.2, 'reported_passengers': 116.0, 'passenger_difference': 23.2, 'passenger_pct_difference': 16.65, 'expected_revenue_inr': 1720.83, 'reported_revenue_inr': 1442.0, 'revenue_difference_inr': 278.83, 'revenue_pct_difference': 16.2, 'anomaly_score': 0.9753, 'risk_score': 0.3431, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10140,,278.83,0.9753,Include Route 1324 Trip 10140 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-99E1BC4128FE,2026-08-31T04:21:56.082664+00:00,1324,10141,MONITOR,0.4722,Revenue Deficit Alert — Route 1324,Trip 10141 on Route 1324 reported a revenue deficit of ₹421.83 (-24.5%) relative to expected diurnal baseline.,"['Expected Revenue: ₹1720.83 | Reported Revenue: ₹1299.00 (Deficit: ₹421.83, 24.5%)', 'Expected Passengers: 146 | Reported Passengers: 111 (Difference: 35, 24.0%)', 'Multi-factor Risk Score: 0.4722 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9790', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21740 (Seq 1-8) (Confidence: 0.60)']","{'expected_passengers': 146.1, 'reported_passengers': 111.0, 'passenger_difference': 35.1, 'passenger_pct_difference': 24.01, 'expected_revenue_inr': 1720.83, 'reported_revenue_inr': 1299.0, 'revenue_difference_inr': 421.83, 'revenue_pct_difference': 24.51, 'anomaly_score': 0.979, 'risk_score': 0.4722, 'localization_confidence': 0.598, 'localized_subpath': '22645_PF3 -> 21740 (Seq 1-8)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10141,22645_PF3 -> 21740 (Seq 1-8),421.83,0.979,Include Route 1324 Trip 10141 in automated telemetry monitoring queue for subsequent schedules.,REVENUE_DISCREPANCY,OPEN,1.0.0
ALT-BD21381C77DB,2026-08-31T04:21:56.082723+00:00,1324,10142,MONITOR,0.5532,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10142 on Route 1324 recorded 84 passengers (expected 141, -40.2%) and ₹1041.00 revenue (expected ₹1720.83, -39.5%).","['Expected Revenue: ₹1720.83 | Reported Revenue: ₹1041.00 (Deficit: ₹679.83, 39.5%)', 'Expected Passengers: 141 | Reported Passengers: 84 (Difference: 57, 40.2%)', 'Multi-factor Risk Score: 0.5532 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9925', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.48)']","{'expected_passengers': 140.5, 'reported_passengers': 84.0, 'passenger_difference': 56.5, 'passenger_pct_difference': 40.22, 'expected_revenue_inr': 1720.83, 'reported_revenue_inr': 1041.0, 'revenue_difference_inr': 679.83, 'revenue_pct_difference': 39.51, 'anomaly_score': 0.9925, 'risk_score': 0.5532, 'localization_confidence': 0.4849, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10142,22645_PF3 -> 21173 (Seq 1-37),679.83,0.9925,Include Route 1324 Trip 10142 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-47371DDDFBDD,2026-08-31T04:21:56.082792+00:00,1324,10143,MONITOR,0.5103,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21846 (Seq 1-12) with 61.0% spatial confidence (estimated impact: ₹498.83).,"['Expected Revenue: ₹1720.83 | Reported Revenue: ₹1222.00 (Deficit: ₹498.83, 29.0%)', 'Expected Passengers: 139 | Reported Passengers: 98 (Difference: 41, 29.7%)', 'Multi-factor Risk Score: 0.5103 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9837', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21846 (Seq 1-12) (Confidence: 0.61)']","{'expected_passengers': 139.5, 'reported_passengers': 98.0, 'passenger_difference': 41.5, 'passenger_pct_difference': 29.73, 'expected_revenue_inr': 1720.83, 'reported_revenue_inr': 1222.0, 'revenue_difference_inr': 498.83, 'revenue_pct_difference': 28.99, 'anomaly_score': 0.9837, 'risk_score': 0.5103, 'localization_confidence': 0.6101, 'localized_subpath': '22645_PF3 -> 21846 (Seq 1-12)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10143,22645_PF3 -> 21846 (Seq 1-12),498.83,0.9837,Include Route 1324 Trip 10143 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-6F79865DC2C4,2026-08-31T04:21:56.082857+00:00,1324,10144,SUSPICIOUS,0.6881,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 81.7% spatial confidence (estimated impact: ₹468.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹286.00 (Deficit: ₹468.91, 62.1%)', 'Expected Passengers: 61 | Reported Passengers: 22 (Difference: 39, 63.9%)', 'Multi-factor Risk Score: 0.6881 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9806', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.82)']","{'expected_passengers': 61.0, 'reported_passengers': 22.0, 'passenger_difference': 39.0, 'passenger_pct_difference': 63.92, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 286.0, 'revenue_difference_inr': 468.91, 'revenue_pct_difference': 62.11, 'anomaly_score': 0.9806, 'risk_score': 0.6881, 'localization_confidence': 0.8173, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10144,22645_PF3 -> 21173 (Seq 1-37),468.91,0.9806,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10144 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-BC589C3C4BB5,2026-08-31T04:21:56.082919+00:00,1324,10145,SUSPICIOUS,0.7942,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹592.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹162.00 (Deficit: ₹592.91, 78.5%)', 'Expected Passengers: 62 | Reported Passengers: 13 (Difference: 49, 79.1%)', 'Multi-factor Risk Score: 0.7942 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9852', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 62.3, 'reported_passengers': 13.0, 'passenger_difference': 49.3, 'passenger_pct_difference': 79.13, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 162.0, 'revenue_difference_inr': 592.91, 'revenue_pct_difference': 78.54, 'anomaly_score': 0.9852, 'risk_score': 0.7942, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10145,22645_PF3 -> 21173 (Seq 1-37),592.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10145 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-03F6572588ED,2026-08-31T04:21:56.082980+00:00,1324,10146,SUSPICIOUS,0.7991,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹586.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹168.00 (Deficit: ₹586.91, 77.7%)', 'Expected Passengers: 60 | Reported Passengers: 11 (Difference: 49, 81.6%)', 'Multi-factor Risk Score: 0.7991 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9892', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 59.8, 'reported_passengers': 11.0, 'passenger_difference': 48.8, 'passenger_pct_difference': 81.6, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 168.0, 'revenue_difference_inr': 586.91, 'revenue_pct_difference': 77.75, 'anomaly_score': 0.9892, 'risk_score': 0.7991, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10146,22645_PF3 -> 21173 (Seq 1-37),586.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10146 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-065561872F01,2026-08-31T04:21:56.083040+00:00,1324,10147,NORMAL,0.2853,Nominal Operating Status — Route 1324,Trip 10147 operates within nominal baseline parameters (risk score 0.29).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹711.00 (Deficit: ₹43.91, 5.8%)', 'Expected Passengers: 58 | Reported Passengers: 54 (Difference: 4, 6.3%)', 'Multi-factor Risk Score: 0.2853 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9581']","{'expected_passengers': 57.7, 'reported_passengers': 54.0, 'passenger_difference': 3.7, 'passenger_pct_difference': 6.33, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 711.0, 'revenue_difference_inr': 43.91, 'revenue_pct_difference': 5.82, 'anomaly_score': 0.9581, 'risk_score': 0.2853, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10147,,43.91,0.9581,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-E3BBF009E0C6,2026-08-31T04:21:56.083097+00:00,1324,10148,NORMAL,0.245,Nominal Operating Status — Route 1324,Trip 10148 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹929.00 | Reported Revenue: ₹929.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 66 | Reported Passengers: 66 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2450 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9799']","{'expected_passengers': 66.0, 'reported_passengers': 66.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 929.0, 'reported_revenue_inr': 929.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9799, 'risk_score': 0.245, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10148,,0.0,0.9799,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-062F72943312,2026-08-31T04:21:56.083158+00:00,1324,10149,NORMAL,0.2406,Nominal Operating Status — Route 1324,Trip 10149 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹831.00 | Reported Revenue: ₹831.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 66 | Reported Passengers: 66 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2406 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9624']","{'expected_passengers': 66.0, 'reported_passengers': 66.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 831.0, 'reported_revenue_inr': 831.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9624, 'risk_score': 0.2406, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10149,,0.0,0.9624,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-811146B11EA1,2026-08-31T04:21:56.083217+00:00,999,1015,MONITOR,0.3365,Operational Review Alert — Route 999,Trip 1015 on Route 999 triggered operational monitoring with composite risk score 0.34.,"['Expected Revenue: ₹736.00 | Reported Revenue: ₹736.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 70 | Reported Passengers: 70 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.3365 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9871', 'Graph Discrepancy Localized Subpath: 21172_PF10 -> 21603 (Seq 1-10) (Confidence: 0.60)']","{'expected_passengers': 70.0, 'reported_passengers': 70.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 736.0, 'reported_revenue_inr': 736.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9871, 'risk_score': 0.3365, 'localization_confidence': 0.598, 'localized_subpath': '21172_PF10 -> 21603 (Seq 1-10)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1015,21172_PF10 -> 21603 (Seq 1-10),0.0,0.9871,Include Route 999 Trip 1015 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-EFFBC6F6E62A,2026-08-31T04:21:56.083275+00:00,1324,10150,NORMAL,0.2728,Nominal Operating Status — Route 1324,Trip 10150 operates within nominal baseline parameters (risk score 0.27).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹725.00 (Deficit: ₹29.91, 4.0%)', 'Expected Passengers: 58 | Reported Passengers: 56 (Difference: 2, 4.3%)', 'Multi-factor Risk Score: 0.2728 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9565']","{'expected_passengers': 58.5, 'reported_passengers': 56.0, 'passenger_difference': 2.5, 'passenger_pct_difference': 4.25, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 725.0, 'revenue_difference_inr': 29.91, 'revenue_pct_difference': 3.96, 'anomaly_score': 0.9565, 'risk_score': 0.2728, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10150,,29.91,0.9565,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-6710F456F597,2026-08-31T04:21:56.083332+00:00,1324,10151,MONITOR,0.3022,Operational Review Alert — Route 1324,Trip 10151 on Route 1324 triggered operational monitoring with composite risk score 0.30.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹608.30 (Deficit: ₹146.61, 19.4%)', 'Expected Passengers: 76 | Reported Passengers: 64 (Difference: 12, 16.0%)', 'Multi-factor Risk Score: 0.3022 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9705']","{'expected_passengers': 76.2, 'reported_passengers': 64.0, 'passenger_difference': 12.2, 'passenger_pct_difference': 16.0, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 608.3, 'revenue_difference_inr': 146.61, 'revenue_pct_difference': 19.42, 'anomaly_score': 0.9705, 'risk_score': 0.3022, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10151,,146.61,0.9705,Include Route 1324 Trip 10151 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-5B77541FE0DB,2026-08-31T04:21:56.083389+00:00,1324,10152,MONITOR,0.3173,Operational Review Alert — Route 1324,Trip 10152 on Route 1324 triggered operational monitoring with composite risk score 0.32.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹644.00 (Deficit: ₹110.91, 14.7%)', 'Expected Passengers: 61 | Reported Passengers: 52 (Difference: 9, 15.1%)', 'Multi-factor Risk Score: 0.3173 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9521']","{'expected_passengers': 61.2, 'reported_passengers': 52.0, 'passenger_difference': 9.2, 'passenger_pct_difference': 15.06, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 644.0, 'revenue_difference_inr': 110.91, 'revenue_pct_difference': 14.69, 'anomaly_score': 0.9521, 'risk_score': 0.3173, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10152,,110.91,0.9521,Include Route 1324 Trip 10152 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-EEB52B618555,2026-08-31T04:21:56.083448+00:00,1324,10153,MONITOR,0.4207,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10153 on Route 1324 recorded 40 passengers (expected 62, -35.0%) and ₹496.00 revenue (expected ₹754.91, -34.3%).","['Expected Revenue: ₹754.91 | Reported Revenue: ₹496.00 (Deficit: ₹258.91, 34.3%)', 'Expected Passengers: 62 | Reported Passengers: 40 (Difference: 22, 35.0%)', 'Multi-factor Risk Score: 0.4207 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9722']","{'expected_passengers': 61.5, 'reported_passengers': 40.0, 'passenger_difference': 21.5, 'passenger_pct_difference': 34.98, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 496.0, 'revenue_difference_inr': 258.91, 'revenue_pct_difference': 34.3, 'anomaly_score': 0.9722, 'risk_score': 0.4207, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10153,,258.91,0.9722,Include Route 1324 Trip 10153 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-B6C40BA514D9,2026-08-31T04:21:56.083510+00:00,1324,10154,NORMAL,0.2425,Nominal Operating Status — Route 1324,Trip 10154 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹757.00 | Reported Revenue: ₹757.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 71 | Reported Passengers: 71 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2425 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9700']","{'expected_passengers': 71.0, 'reported_passengers': 71.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 757.0, 'reported_revenue_inr': 757.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.97, 'risk_score': 0.2425, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10154,,0.0,0.97,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-85A50FF542F2,2026-08-31T04:21:56.083570+00:00,1324,10155,NORMAL,0.2774,Nominal Operating Status — Route 1324,Trip 10155 operates within nominal baseline parameters (risk score 0.28).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹754.00 (Deficit: ₹0.91, 0.1%)', 'Expected Passengers: 52 | Reported Passengers: 52 (Difference: 0, 0.1%)', 'Multi-factor Risk Score: 0.2774 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9710']","{'expected_passengers': 52.1, 'reported_passengers': 52.0, 'passenger_difference': 0.1, 'passenger_pct_difference': 0.15, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 754.0, 'revenue_difference_inr': 0.91, 'revenue_pct_difference': 0.12, 'anomaly_score': 0.971, 'risk_score': 0.2774, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10155,,0.91,0.971,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-99E100B3785A,2026-08-31T04:21:56.083631+00:00,1324,10156,MONITOR,0.3414,Operational Review Alert — Route 1324,Trip 10156 on Route 1324 triggered operational monitoring with composite risk score 0.34.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹611.00 (Deficit: ₹143.91, 19.1%)', 'Expected Passengers: 61 | Reported Passengers: 49 (Difference: 12, 19.6%)', 'Multi-factor Risk Score: 0.3414 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9564']","{'expected_passengers': 61.0, 'reported_passengers': 49.0, 'passenger_difference': 12.0, 'passenger_pct_difference': 19.62, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 611.0, 'revenue_difference_inr': 143.91, 'revenue_pct_difference': 19.06, 'anomaly_score': 0.9564, 'risk_score': 0.3414, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10156,,143.91,0.9564,Include Route 1324 Trip 10156 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-80184C81D2A6,2026-08-31T04:21:56.083691+00:00,1324,10157,NORMAL,0.2401,Nominal Operating Status — Route 1324,Trip 10157 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹816.00 | Reported Revenue: ₹816.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 63 | Reported Passengers: 63 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2401 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9605']","{'expected_passengers': 63.0, 'reported_passengers': 63.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 816.0, 'reported_revenue_inr': 816.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9605, 'risk_score': 0.2401, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10157,,0.0,0.9605,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-C78339DE742D,2026-08-31T04:21:56.083751+00:00,1324,10158,MONITOR,0.3951,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10158 on Route 1324 recorded 43 passengers (expected 61, -30.0%) and ₹533.00 revenue (expected ₹754.91, -29.4%).","['Expected Revenue: ₹754.91 | Reported Revenue: ₹533.00 (Deficit: ₹221.91, 29.4%)', 'Expected Passengers: 61 | Reported Passengers: 43 (Difference: 18, 30.0%)', 'Multi-factor Risk Score: 0.3951 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9682']","{'expected_passengers': 61.4, 'reported_passengers': 43.0, 'passenger_difference': 18.4, 'passenger_pct_difference': 30.02, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 533.0, 'revenue_difference_inr': 221.91, 'revenue_pct_difference': 29.4, 'anomaly_score': 0.9682, 'risk_score': 0.3951, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10158,,221.91,0.9682,Include Route 1324 Trip 10158 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-54A1C20BABA3,2026-08-31T04:21:56.083858+00:00,1324,10159,NORMAL,0.2798,Nominal Operating Status — Route 1324,Trip 10159 operates within nominal baseline parameters (risk score 0.28).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹747.00 (Deficit: ₹7.91, 1.0%)', 'Expected Passengers: 53 | Reported Passengers: 52 (Difference: 1, 1.2%)', 'Multi-factor Risk Score: 0.2798 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9693']","{'expected_passengers': 52.7, 'reported_passengers': 52.0, 'passenger_difference': 0.7, 'passenger_pct_difference': 1.25, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 747.0, 'revenue_difference_inr': 7.91, 'revenue_pct_difference': 1.05, 'anomaly_score': 0.9693, 'risk_score': 0.2798, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10159,,7.91,0.9693,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-B7D99EE0E0A1,2026-08-31T04:21:56.083929+00:00,999,1016,NORMAL,0.2537,Nominal Operating Status — Route 999,Trip 1016 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹648.01 | Reported Revenue: ₹625.00 (Deficit: ₹23.01, 3.6%)', 'Expected Passengers: 56 | Reported Passengers: 54 (Difference: 2, 3.4%)', 'Multi-factor Risk Score: 0.2537 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9725']","{'expected_passengers': 55.9, 'reported_passengers': 54.0, 'passenger_difference': 1.9, 'passenger_pct_difference': 3.42, 'expected_revenue_inr': 648.01, 'reported_revenue_inr': 625.0, 'revenue_difference_inr': 23.01, 'revenue_pct_difference': 3.55, 'anomaly_score': 0.9725, 'risk_score': 0.2537, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1016,,23.01,0.9725,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-14AF76F5CD7A,2026-08-31T04:21:56.083992+00:00,1324,10160,NORMAL,0.2831,Nominal Operating Status — Route 1324,Trip 10160 operates within nominal baseline parameters (risk score 0.28).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹667.00 (Deficit: ₹87.91, 11.6%)', 'Expected Passengers: 67 | Reported Passengers: 60 (Difference: 7, 10.9%)', 'Multi-factor Risk Score: 0.2831 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9546']","{'expected_passengers': 67.3, 'reported_passengers': 60.0, 'passenger_difference': 7.3, 'passenger_pct_difference': 10.86, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 667.0, 'revenue_difference_inr': 87.91, 'revenue_pct_difference': 11.65, 'anomaly_score': 0.9546, 'risk_score': 0.2831, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10160,,87.91,0.9546,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
